driver_info,laps,time,gap,int.,kph,best,lap,race_id,season,session_type,lap_set_on,status,car_number,driver_name,driver_code,team_name,time_s,best_lap_s,gap_s
2115G. CarraraCARJenzer Motorsport,22,36:19.582,53.521,4.460,159.127,1:37.252,4,1006,2019,ROUND5Summary,,,2115,G  Carrara,CAR,Jenzer Motorsport,2179.582,97.252,53.521
2222Y. YifeiYIFHitech Grand Prix,22,36:22.697,56.636,3.115,158.900,1:36.254,5,1006,2019,ROUND5Summary,,,2222,Y  Yifei,YIF,Hitech Grand Prix,2182.697,96.254,56.636
2325S. FernándezFERCampos Racing,22,36:24.357,58.296,1.660,158.779,1:37.236,3,1006,2019,ROUND5Summary,,,2325,S  Fernández,FER,Campos Racing,2184.357,97.236,58.296
242M. FewtrellFEWART Grand Prix,22,36:24.611,58.550,0.254,158.761,1:36.443,3,1006,2019,ROUND5Summary,,,242,M  Fewtrell,FEW,ART Grand Prix,2184.611,96.443,58.55
259R. HymanHYMSauber Junior Team by Charouz,22,36:30.628,64.567,6.017,158.325,1:37.203,4,1006,2019,ROUND5Summary,,,259,R  Hyman,HYM,Sauber Junior Team by Charouz,2190.628,97.203,64.567
2624A. DeleddaDELCampos Racing,22,36:32.321,66.260,1.693,158.202,1:37.586,5,1006,2019,ROUND5Summary,,,2624,A  Deledda,DEL,Campos Racing,2192.321,97.586,66.26
2718P. PiquetPIQTrident,22,36:37.488,71.427,5.167,157.830,1:36.186,17,1006,2019,ROUND5Summary,,,2718,P  Piquet,PIQ,Trident,2197.488,96.186,71.427
DNF28R. ShwartzmanSHWPrema Racing,17,28:01.223,DNF,-,159.391,1:35.896,3,1006,2019,ROUND5Summary,,DNF,28,R  Shwartzman,SHW,Prema Racing,1681.223,95.896,
DNF30F. DrugovichDRUCarlin Buzz Racing,14,23:31.736,DNF,-,156.302,1:36.152,3,1006,2019,ROUND5Summary,,DNF,30,F  Drugovich,DRU,Carlin Buzz Racing,1411.736,96.152,
DNF29T. NatoriNATCarlin Buzz Racing,-,-,DNF,-,-,-,-,1006,2019,ROUND5Summary,,DNF,29,T  Natori,NAT,Carlin Buzz Racing,,,
126M. ArmstrongARMPrema Racing,17,42:03.504,-,-,169.684,2:08.535,2,1007,2019,ROUND6Summary,,,126,M  Armstrong,ARM,Prema Racing,2523.504,128.535,
214Y. TsunodaTSUJenzer Motorsport,17,42:08.019,4.515,4.515,169.381,2:08.661,2,1007,2019,ROUND6Summary,,,214,Y  Tsunoda,TSU,Jenzer Motorsport,2528.019,128.661,4.515
328R. ShwartzmanSHWPrema Racing,17,42:09.120,5.616,1.101,169.307,2:08.546,10,1007,2019,ROUND6Summary,,,328,R  Shwartzman,SHW,Prema Racing,2529.12,128.546,5.616
43C. LundgaardLUNART Grand Prix,17,42:10.042,6.538,0.922,169.245,2:08.608,10,1007,2019,ROUND6Summary,,,43,C  Lundgaard,LUN,ART Grand Prix,2530.042,128.608,6.538
527J. DaruvalaDARPrema Racing,17,42:11.116,7.612,1.074,169.173,2:08.673,3,1007,2019,ROUND6Summary,,,527,J  Daruvala,DAR,Prema Racing,2531.116,128.673,7.612
618P. PiquetPIQTrident,17,42:11.704,8.200,0.588,169.134,2:08.898,12,1007,2019,ROUND6Summary,,,618,P  Piquet,PIQ,Trident,2531.704,128.898,8.2
720L. PulciniPULHitech Grand Prix,17,42:12.628,9.124,0.924,169.072,2:09.098,11,1007,2019,ROUND6Summary,,,720,L  Pulcini,PUL,Hitech Grand Prix,2532.628,129.098,9.124
829T. NatoriNATCarlin Buzz Racing,17,42:13.749,10.245,1.121,168.997,2:09.084,11,1007,2019,ROUND6Summary,,,829,T  Natori,NAT,Carlin Buzz Racing,2533.749,129.084,10.245
930F. DrugovichDRUCarlin Buzz Racing,17,42:14.347,10.843,0.598,168.958,2:08.830,11,1007,2019,ROUND6Summary,,,930,F  Drugovich,DRU,Carlin Buzz Racing,2534.347,128.83,10.843
1022Y. YifeiYIFHitech Grand Prix,17,42:17.385,13.881,3.038,168.755,2:09.405,11,1007,2019,ROUND6Summary,,,1022,Y  Yifei,YIF,Hitech Grand Prix,2537.385,129.405,13.881
116R. VerschoorVERMP Motorsport,17,42:18.973,15.469,1.588,168.65,2:09.229,13,1007,2019,ROUND6Summary,,,116,R  Verschoor,VER,MP Motorsport,2538.973,129.22899999999998,15.469
121D. BeckmannBECART Grand Prix,17,42:20.117,16.613,1.144,168.574,2:09.446,11,1007,2019,ROUND6Summary,,,121,D  Beckmann,BEC,ART Grand Prix,2540.117,129.446,16.613
1325S. FernándezFERCampos Racing,17,42:20.433,16.929,0.316,168.553,2:08.905,12,1007,2019,ROUND6Summary,,,1325,S  Fernández,FER,Campos Racing,2540.433,128.905,16.929
1410B. ViscaalVISHWA RACELAB,17,42:22.008,18.504,1.575,168.448,2:09.230,10,1007,2019,ROUND6Summary,,,1410,B  Viscaal,VIS,HWA RACELAB,2542.008,129.23,18.504
1523A. PeroniPERCampos Racing,17,42:23.550,20.046,1.542,168.346,2:09.147,12,1007,2019,ROUND6Summary,,,1523,A  Peroni,PER,Campos Racing,2543.55,129.147,20.046
1612K. AndresANDHWA RACELAB,17,42:23.895,20.391,0.345,168.323,2:09.677,11,1007,2019,ROUND6Summary,,,1612,K  Andres,AND,HWA RACELAB,2543.895,129.677,20.391
1716A. EstnerESTJenzer Motorsport,17,42:28.930,25.426,5.035,167.991,2:09.975,11,1007,2019,ROUND6Summary,,,1716,A  Estner,EST,Jenzer Motorsport,2548.93,129.975,25.426
188F. SchererSCHSauber Junior Team by Charouz,17,42:29.368,25.864,0.438,167.962,2:10.103,11,1007,2019,ROUND6Summary,,,188,F  Scherer,SCH,Sauber Junior Team by Charouz,2549.368,130.103,25.864
194L. LawsonLAWMP Motorsport,17,42:30.228,26.724,0.860,167.905,2:10.153,11,1007,2019,ROUND6Summary,,,194,L  Lawson,LAW,MP Motorsport,2550.228,130.153,26.724
2024A. DeleddaDELCampos Racing,17,42:30.562,27.058,0.334,167.883,2:10.102,11,1007,2019,ROUND6Summary,,,2024,A  Deledda,DEL,Campos Racing,2550.562,130.102,27.058
2121J. VipsVIPHitech Grand Prix,17,43:40.931,97.427,70.369,163.376,2:09.048,11,1007,2019,ROUND6Summary,,,2121,J  Vips,VIP,Hitech Grand Prix,2620.931,129.048,97.427
DNF7L. ZendeliZENSauber Junior Team by Charouz,15,38:53.330,DNF,-,161.901,2:09.647,11,1007,2019,ROUND6Summary,,DNF,7,L  Zendeli,ZEN,Sauber Junior Team by Charouz,2333.33,129.647,
DNF9R. HymanHYMSauber Junior Team by Charouz,14,35:52.496,DNF,-,163.789,2:09.787,13,1007,2019,ROUND6Summary,,DNF,9,R  Hyman,HYM,Sauber Junior Team by Charouz,2152.496,129.787,
DNF31L. SargeantSARCarlin Buzz Racing,14,35:51.560,DNF,-,163.86,2:09.558,11,1007,2019,ROUND6Summary,,DNF,31,L  Sargeant,SAR,Carlin Buzz Racing,2151.56,129.558,
DNF2M. FewtrellFEWART Grand Prix,13,33:32.187,DNF,-,162.679,2:09.071,13,1007,2019,ROUND6Summary,,DNF,2,M  Fewtrell,FEW,ART Grand Prix,2012.187,129.071,
DNF11J. HughesHUGHWA RACELAB,9,26:12.553,DNF,-,144.022,2:09.386,3,1007,2019,ROUND6Summary,,DNF,11,J  Hughes,HUG,HWA RACELAB,1572.553,129.386,
DNF17D. DeFrancescoDEFTrident,9,26:29.613,DNF,-,142.476,2:09.889,3,1007,2019,ROUND6Summary,,DNF,17,D  DeFrancesco,DEF,Trident,1589.613,129.889,
DNF5S. LaaksonenLAAMP Motorsport,2,4:33.683,DNF,-,182.628,2:12.290,2,1007,2019,ROUND6Summary,,DNF,5,S  Laaksonen,LAA,MP Motorsport,273.683,132.29,
DNF19N. KariKARTrident,1,2:20.621,DNF,-,176.133,-,-,1007,2019,ROUND6Summary,,DNF,19,N  Kari,KAR,Trident,140.621,,
DNF15G. CarraraCARJenzer Motorsport,1,2:21.074,DNF,-,175.567,-,-,1007,2019,ROUND6Summary,,DNF,15,G  Carrara,CAR,Jenzer Motorsport,141.074,,
114Y. TsunodaTSUJenzer Motorsport,22,41:11.470,-,-,185.19,1:49.715,21,1008,2019,ROUND7Summary,,,114,Y  Tsunoda,TSU,Jenzer Motorsport,2471.47,109.715,
24L. LawsonLAWMP Motorsport,22,41:12.782,1.312,1.312,185.092,1:49.807,20,1008,2019,ROUND7Summary,,,24,L  Lawson,LAW,MP Motorsport,2472.782,109.807,1.312
311J. HughesHUGHWA RACELAB,22,41:13.488,2.018,0.706,185.039,1:49.891,22,1008,2019,ROUND7Summary,,,311,J  Hughes,HUG,HWA RACELAB,2473.488,109.891,2.018
46R. VerschoorVERMP Motorsport,22,41:14.273,2.803,0.785,184.98,1:49.580,22,1008,2019,ROUND7Summary,,,46,R  Verschoor,VER,MP Motorsport,2474.273,109.58,2.803
518P. PiquetPIQTrident,22,41:18.331,6.861,4.058,184.677,1:49.847,19,1008,2019,ROUND7Summary,,,518,P  Piquet,PIQ,Trident,2478.331,109.847,6.861
620L. PulciniPULHitech Grand Prix,22,41:19.400,7.930,1.069,184.598,1:50.350,20,1008,2019,ROUND7Summary,,,620,L  Pulcini,PUL,Hitech Grand Prix,2479.4,110.35,7.93
78F. SchererSCHSauber Junior Team by Charouz,22,41:25.799,14.329,6.399,184.123,1:50.675,19,1008,2019,ROUND7Summary,,,78,F  Scherer,SCH,Sauber Junior Team by Charouz,2485.799,110.675,14.329
828R. ShwartzmanSHWPrema Racing,22,41:26.422,14.952,0.623,184.077,1:50.470,19,1008,2019,ROUND7Summary,,,828,R  Shwartzman,SHW,Prema Racing,2486.422,110.47,14.952
93C. LundgaardLUNART Grand Prix,22,41:26.489,15.019,0.067,184.072,1:50.585,20,1008,2019,ROUND7Summary,,,93,C  Lundgaard,LUN,ART Grand Prix,2486.489,110.585,15.019
1031L. SargeantSARCarlin Buzz Racing,22,41:27.790,16.320,1.301,183.975,1:50.803,19,1008,2019,ROUND7Summary,,,1031,L  Sargeant,SAR,Carlin Buzz Racing,2487.79,110.803,16.32
1121J. VipsVIPHitech Grand Prix,22,41:27.887,16.417,0.097,183.968,1:48.890,20,1008,2019,ROUND7Summary,,,1121,J  Vips,VIP,Hitech Grand Prix,2487.887,108.89,16.417
1230F. DrugovichDRUCarlin Buzz Racing,22,41:30.755,19.285,2.868,183.756,1:51.025,19,1008,2019,ROUND7Summary,,,1230,F  Drugovich,DRU,Carlin Buzz Racing,2490.755,111.025,19.285
1327J. DaruvalaDARPrema Racing,22,41:33.843,22.373,3.088,183.529,1:50.647,16,1008,2019,ROUND7Summary,,,1327,J  Daruvala,DAR,Prema Racing,2493.843,110.647,22.373
1426M. ArmstrongARMPrema Racing,22,41:34.987,23.517,1.144,183.445,1:49.113,18,1008,2019,ROUND7Summary,,,1426,M  Armstrong,ARM,Prema Racing,2494.987,109.113,23.517
1519N. KariKARTrident,22,41:36.571,25.101,1.584,183.328,1:49.719,19,1008,2019,ROUND7Summary,,,1519,N  Kari,KAR,Trident,2496.571,109.719,25.101
1617D. DeFrancescoDEFTrident,22,41:37.229,25.759,0.658,183.28,1:50.927,20,1008,2019,ROUND7Summary,,,1617,D  DeFrancesco,DEF,Trident,2497.229,110.927,25.759
179R. HymanHYMSauber Junior Team by Charouz,22,41:37.440,25.970,0.211,183.264,1:49.704,21,1008,2019,ROUND7Summary,,,179,R  Hyman,HYM,Sauber Junior Team by Charouz,2497.44,109.704,25.97
187L. ZendeliZENSauber Junior Team by Charouz,22,41:41.737,30.267,4.297,182.95,1:50.018,22,1008,2019,ROUND7Summary,,,187,L  Zendeli,ZEN,Sauber Junior Team by Charouz,2501.737,110.018,30.267
1922Y. YifeiYIFHitech Grand Prix,22,41:46.895,35.425,5.158,182.573,1:49.971,20,1008,2019,ROUND7Summary,,,1922,Y  Yifei,YIF,Hitech Grand Prix,2506.895,109.971,35.425
205S. LaaksonenLAAMP Motorsport,22,41:47.882,36.412,0.987,182.501,1:50.805,19,1008,2019,ROUND7Summary,,,205,S  Laaksonen,LAA,MP Motorsport,2507.882,110.805,36.412
212M. FewtrellFEWART Grand Prix,22,41:48.798,37.328,0.916,182.435,1:51.450,22,1008,2019,ROUND7Summary,,,212,M  Fewtrell,FEW,ART Grand Prix,2508.798,111.45,37.328
2212K. AndresANDHWA RACELAB,22,41:50.312,38.842,1.514,182.325,1:50.308,22,1008,2019,ROUND7Summary,,,2212,K  Andres,AND,HWA RACELAB,2510.312,110.308,38.842
2315G. CarraraCARJenzer Motorsport,22,41:55.772,44.302,5.460,181.929,1:51.400,19,1008,2019,ROUND7Summary,,,2315,G  Carrara,CAR,Jenzer Motorsport,2515.772,111.4,44.302
2416A. EstnerESTJenzer Motorsport,22,41:58.708,47.238,2.936,181.717,1:50.971,17,1008,2019,ROUND7Summary,,,2416,A  Estner,EST,Jenzer Motorsport,2518.708,110.971,47.238
2524A. DeleddaDELCampos Racing,22,42:28.402,76.932,29.694,179.6,1:51.474,19,1008,2019,ROUND7Summary,,,2524,A  Deledda,DEL,Campos Racing,2548.402,111.474,76.932
2625S. FernándezFERCampos Racing,22,42:49.445,97.975,21.043,178.129,1:49.219,20,1008,2019,ROUND7Summary,,,2625,S  Fernández,FER,Campos Racing,2569.445,109.219,97.975
2710B. ViscaalVISHWA RACELAB,21,40:11.273,1 LAP,-,181.165,1:51.190,20,1008,2019,ROUND7Summary,,,2710,B  Viscaal,VIS,HWA RACELAB,2411.273,111.19,
281D. BeckmannBECART Grand Prix,21,41:56.410,1 LAP,105.137,173.595,1:50.828,19,1008,2019,ROUND7Summary,,,281,D  Beckmann,BEC,ART Grand Prix,2516.41,110.828,
2929T. NatoriNATCarlin Buzz Racing,21,42:19.557,1 LAP,23.147,172.013,1:49.302,21,1008,2019,ROUND7Summary,,,2929,T  Natori,NAT,Carlin Buzz Racing,2539.557,109.302,
121J. VipsVIPHitech Grand Prix,20,38:55.595,-,-,179.971,1:55.972,18,1009,2019,ROUND8Summary,,,121,J  Vips,VIP,Hitech Grand Prix,2335.595,115.972,
226M. ArmstrongARMPrema Racing,20,38:57.754,2.159,2.159,179.804,1:55.860,15,1009,2019,ROUND8Summary,,,226,M  Armstrong,ARM,Prema Racing,2337.754,115.86,2.159
328R. ShwartzmanSHWPrema Racing,20,39:05.191,9.596,7.437,179.234,1:56.241,15,1009,2019,ROUND8Summary,,,328,R  Shwartzman,SHW,Prema Racing,2345.191,116.241,9.596
411J. HughesHUGHWA RACELAB,20,39:05.885,10.290,0.694,179.181,1:56.418,19,1009,2019,ROUND8Summary,,,411,J  Hughes,HUG,HWA RACELAB,2345.885,116.418,10.29
519N. KariKARTrident,20,39:10.854,15.259,4.969,178.802,1:56.508,3,1009,2019,ROUND8Summary,,,519,N  Kari,KAR,Trident,2350.854,116.508,15.259
622Y. YifeiYIFHitech Grand Prix,20,39:19.685,24.090,8.831,178.133,1:56.521,4,1009,2019,ROUND8Summary,,,622,Y  Yifei,YIF,Hitech Grand Prix,2359.685,116.521,24.09
76R. VerschoorVERMP Motorsport,20,39:20.496,24.901,0.811,178.072,1:56.752,4,1009,2019,ROUND8Summary,,,76,R  Verschoor,VER,MP Motorsport,2360.496,116.752,24.901
84L. LawsonLAWMP Motorsport,20,39:24.009,28.414,3.513,177.807,1:56.587,4,1009,2019,ROUND8Summary,,,84,L  Lawson,LAW,MP Motorsport,2364.009,116.587,28.414
93C. LundgaardLUNART Grand Prix,20,39:28.361,32.766,4.352,177.481,1:56.700,4,1009,2019,ROUND8Summary,,,93,C  Lundgaard,LUN,ART Grand Prix,2368.361,116.7,32.766
1031L. SargeantSARCarlin Buzz Racing,20,39:28.832,33.237,0.471,177.445,1:56.580,4,1009,2019,ROUND8Summary,,,1031,L  Sargeant,SAR,Carlin Buzz Racing,2368.832,116.58,33.237
112M. FewtrellFEWART Grand Prix,20,39:29.706,34.111,0.874,177.380,1:56.758,4,1009,2019,ROUND8Summary,,,112,M  Fewtrell,FEW,ART Grand Prix,2369.706,116.758,34.111
1217D. DeFrancescoDEFTrident,20,39:30.070,34.475,0.364,177.353,1:57.231,16,1009,2019,ROUND8Summary,,,1217,D  DeFrancesco,DEF,Trident,2370.07,117.231,34.475
139R. HymanHYMSauber Junior Team by Charouz,20,39:30.424,34.829,0.354,177.326,1:56.672,4,1009,2019,ROUND8Summary,,,139,R  Hyman,HYM,Sauber Junior Team by Charouz,2370.424,116.672,34.829
1427J. DaruvalaDARPrema Racing,20,39:32.686,37.091,2.262,177.157,1:56.102,11,1009,2019,ROUND8Summary,,,1427,J  Daruvala,DAR,Prema Racing,2372.686,116.102,37.091
1530F. DrugovichDRUCarlin Buzz Racing,20,39:33.953,38.358,1.267,177.063,1:57.396,18,1009,2019,ROUND8Summary,,,1530,F  Drugovich,DRU,Carlin Buzz Racing,2373.953,117.396,38.358
1620L. PulciniPULHitech Grand Prix,20,39:35.953,40.358,2.000,176.914,1:56.664,16,1009,2019,ROUND8Summary,,,1620,L  Pulcini,PUL,Hitech Grand Prix,2375.953,116.664,40.358
1710B. ViscaalVISHWA RACELAB,20,39:36.199,40.604,0.246,176.895,1:57.051,12,1009,2019,ROUND8Summary,,,1710,B  Viscaal,VIS,HWA RACELAB,2376.199,117.051,40.604
1816A. EstnerESTJenzer Motorsport,20,39:41.756,46.161,5.557,176.483,1:57.252,13,1009,2019,ROUND8Summary,,,1816,A  Estner,EST,Jenzer Motorsport,2381.756,117.252,46.161
1929T. NatoriNATCarlin Buzz Racing,20,39:42.617,47.022,0.861,176.419,1:56.802,4,1009,2019,ROUND8Summary,,,1929,T  Natori,NAT,Carlin Buzz Racing,2382.617,116.802,47.022
2023D. SchumacherSCHCampos Racing,20,39:50.058,54.463,7.441,175.870,1:57.751,13,1009,2019,ROUND8Summary,,,2023,D  Schumacher,SCH,Campos Racing,2390.058,117.751,54.463
2115L. Hon ChioHONJenzer Motorsport,20,40:00.964,65.369,10.906,175.071,1:58.135,19,1009,2019,ROUND8Summary,,,2115,L  Hon Chio,HON,Jenzer Motorsport,2400.964,118.135,65.369
2224A. DeleddaDELCampos Racing,20,40:24.196,88.601,23.232,173.393,1:58.042,19,1009,2019,ROUND8Summary,,,2224,A  Deledda,DEL,Campos Racing,2424.196,118.042,88.601
2312K. AndresANDHWA RACELAB,20,41:05.045,129.450,40.849,170.520,1:56.701,4,1009,2019,ROUND8Summary,,,2312,K  Andres,AND,HWA RACELAB,2465.045,116.701,129.45
DNF25S. FernándezFERCampos Racing,19,37:31.278,DNF,-,177.360,1:56.754,4,1009,2019,ROUND8Summary,,DNF,25,S  Fernández,FER,Campos Racing,2251.278,116.754,
DNF14Y. TsunodaTSUJenzer Motorsport,19,37:48.616,DNF,-,176.004,1:56.704,4,1009,2019,ROUND8Summary,,DNF,14,Y  Tsunoda,TSU,Jenzer Motorsport,2268.616,116.704,
DNF18P. PiquetPIQTrident,16,31:16.907,DNF,-,179.086,1:56.558,16,1009,2019,ROUND8Summary,,DNF,18,P  Piquet,PIQ,Trident,1876.907,116.558,
DNF5S. LaaksonenLAAMP Motorsport,8,16:01.607,DNF,-,174.401,1:57.449,6,1009,2019,ROUND8Summary,,DNF,5,S  Laaksonen,LAA,MP Motorsport,961.607,117.449,
DNF8F. SchererSCHSauber Junior Team by Charouz,8,15:58.254,DNF,-,175.012,1:56.995,6,1009,2019,ROUND8Summary,,DNF,8,F  Scherer,SCH,Sauber Junior Team by Charouz,958.254,116.995,
DNS7L. ZendeliZENSauber Junior Team by Charouz,-,-,DNS,-,-,-,-,1009,2019,ROUND8Summary,,DNS,7,L  Zendeli,ZEN,Sauber Junior Team by Charouz,,,
15L. LawsonLAWHitech Grand Prix,24,37:01.698,-,-,167.719,1:21.900,5,1012,2020,ROUND1Summary,,,15,L  Lawson,LAW,Hitech Grand Prix,2221.698,81.9,
217R. VerschoorVERMP Motorsport,24,37:02.115,0.417,-,167.687,1:21.800,13,1012,2020,ROUND1Summary,,,217,R  Verschoor,VER,MP Motorsport,2222.115,81.8,0.417
326C. NovalakNOVCarlin Buzz Racing,24,37:03.000,1.302,0.885,167.621,1:22.144,6,1012,2020,ROUND1Summary,,,326,C  Novalak,NOV,Carlin Buzz Racing,2223.0,82.144,1.302
411D. BeckmannBECTrident,24,37:03.337,1.639,0.337,167.595,1:22.074,4,1012,2020,ROUND1Summary,,,411,D  Beckmann,BEC,Trident,2223.337,82.074,1.639
510L. ZendeliZENTrident,24,37:03.930,2.232,0.593,167.55,1:21.771,4,1012,2020,ROUND1Summary,,,510,L  Zendeli,ZEN,Trident,2223.93,81.771,2.232
62F. VestiVESPREMA Racing,24,37:04.534,2.836,0.604,167.505,1:21.759,4,1012,2020,ROUND1Summary,,,62,F  Vesti,VES,PREMA Racing,2224.534,81.759,2.836
78A. SmolyarSMOART Grand Prix,24,37:04.788,3.090,0.254,167.486,1:21.866,4,1012,2020,ROUND1Summary,,,78,A  Smolyar,SMO,ART Grand Prix,2224.788,81.866,3.09
81O. PiastriPIAPREMA Racing,24,37:05.149,3.451,0.361,167.459,1:21.513,4,1012,2020,ROUND1Summary,,,81,O  Piastri,PIA,PREMA Racing,2225.149,81.513,3.451
914E. FittipaldiFITHWA RACELAB,24,37:05.796,4.098,0.647,167.41,1:21.530,10,1012,2020,ROUND1Summary,,,914,E  Fittipaldi,FIT,HWA RACELAB,2225.796,81.53,4.098
104M. FewtrellFEWHitech Grand Prix,24,37:06.278,4.580,0.482,167.374,1:21.849,15,1012,2020,ROUND1Summary,,,104,M  Fewtrell,FEW,Hitech Grand Prix,2226.278,81.849,4.58
1118B. ViscaalVISMP Motorsport,24,37:06.673,4.975,0.395,167.344,1:21.730,13,1012,2020,ROUND1Summary,,,1118,B  Viscaal,VIS,MP Motorsport,2226.673,81.73,4.975
1215J. HughesHUGHWA RACELAB,24,37:07.135,5.437,0.462,167.309,1:21.720,10,1012,2020,ROUND1Summary,,,1215,J  Hughes,HUG,HWA RACELAB,2227.135,81.72,5.437
139S. FernándezFERART Grand Prix,24,37:07.904,6.206,0.769,167.252,1:21.860,17,1012,2020,ROUND1Summary,,,139,S  Fernández,FER,ART Grand Prix,2227.904,81.86,6.206
1419L. DunnerDUNMP Motorsport,24,37:08.807,7.109,0.903,167.184,1:22.205,13,1012,2020,ROUND1Summary,,,1419,L  Dunner,DUN,MP Motorsport,2228.807,82.205,7.109
1525D. SchumacherSCHCharouz Racing System,24,37:10.197,8.499,1.390,167.08,1:22.405,14,1012,2020,ROUND1Summary,,,1525,D  Schumacher,SCH,Charouz Racing System,2230.197,82.405,8.499
1631S. FloerschFLOCampos Racing,24,37:10.857,9.159,0.660,167.03,1:22.271,13,1012,2020,ROUND1Summary,,,1631,S  Floersch,FLO,Campos Racing,2230.857,82.271,9.159
1720C. WilliamsWILJenzer Motorsport,24,37:11.189,9.491,0.332,167.005,1:22.186,14,1012,2020,ROUND1Summary,,,1720,C  Williams,WIL,Jenzer Motorsport,2231.189,82.186,9.491
1822M. NanniniNANJenzer Motorsport,24,37:11.562,9.864,0.373,166.977,1:22.299,14,1012,2020,ROUND1Summary,,,1822,M  Nannini,NAN,Jenzer Motorsport,2231.562,82.299,9.864
1912O. CaldwellCALTrident,24,37:12.647,10.949,1.085,166.896,1:21.744,13,1012,2020,ROUND1Summary,,,1912,O  Caldwell,CAL,Trident,2232.647,81.744,10.949
2030A. DeleddaDELCampos Racing,24,37:13.086,11.388,0.439,166.863,1:22.413,13,1012,2020,ROUND1Summary,,,2030,A  Deledda,DEL,Campos Racing,2233.086,82.413,11.388
2121F. MalvestitiMALJenzer Motorsport,24,37:13.748,12.050,0.662,166.814,1:22.267,9,1012,2020,ROUND1Summary,,,2121,F  Malvestiti,MAL,Jenzer Motorsport,2233.748,82.267,12.05
226D. HaugerHAUHitech Grand Prix,24,37:14.143,12.445,0.395,166.785,1:21.997,13,1012,2020,ROUND1Summary,,,226,D  Hauger,HAU,Hitech Grand Prix,2234.143,81.997,12.445
2323R. StanekSTACharouz Racing System,24,37:14.887,13.189,0.744,166.729,1:22.329,13,1012,2020,ROUND1Summary,,,2323,R  Stanek,STA,Charouz Racing System,2234.887,82.32900000000001,13.189
2427E. AhmedAHMCarlin Buzz Racing,24,37:19.835,18.137,4.948,166.361,1:22.520,13,1012,2020,ROUND1Summary,,,2427,E  Ahmed,AHM,Carlin Buzz Racing,2239.835,82.52,18.137
2524I. FragaFRACharouz Racing System,24,37:32.536,30.838,12.701,165.423,1:22.068,13,1012,2020,ROUND1Summary,,,2524,I  Fraga,FRA,Charouz Racing System,2252.536,82.068,30.838
267T. PourchairePOUART Grand Prix,24,37:41.935,40.237,9.399,164.735,1:21.908,4,1012,2020,ROUND1Summary,,,267,T  Pourchaire,POU,ART Grand Prix,2261.935,81.908,40.237
273L. SargeantSARPREMA Racing,23,37:20.159,1 LAP,1 LAP,159.397,1:21.795,14,1012,2020,ROUND1Summary,,,273,L  Sargeant,SAR,PREMA Racing,2240.159,81.795,
2816J. DoohanDOOHWA RACELAB,16,37:28.954,8 LAPS,7 LAPS,110.39,1:22.507,4,1012,2020,ROUND1Summary,,,2816,J  Doohan,DOO,HWA RACELAB,2248.954,82.507,
DNF29A. PeroniPERCampos Racing,10,13:53.161,DNF,-,186.031,1:21.721,4,1012,2020,ROUND1Summary,,DNF,29,A  Peroni,PER,Campos Racing,833.1610000000001,81.721,
DNF28C. DasDASCarlin Buzz Racing,5,7:44.984,DNF,-,166.178,1:23.591,3,1012,2020,ROUND1Summary,,DNF,28,C  Das,DAS,Carlin Buzz Racing,464.984,83.59100000000001,
17T. PourchairePOUART Grand Prix,24,38:25.185,-,-,161.644,1:21.229,9,1019,2020,ROUND2Summary,,,17,T  Pourchaire,POU,ART Grand Prix,2305.185,81.229,
23L. SargeantSARPREMA Racing,24,38:25.649,0.464,0.464,161.612,1:21.277,10,1019,2020,ROUND2Summary,,,23,L  Sargeant,SAR,PREMA Racing,2305.649,81.277,0.464
311D. BeckmannBECTrident,24,38:25.859,0.674,0.210,161.597,1:21.442,19,1019,2020,ROUND2Summary,,,311,D  Beckmann,BEC,Trident,2305.859,81.44200000000001,0.674
417R. VerschoorVERMP Motorsport,24,38:26.287,1.102,0.428,161.567,1:21.312,20,1019,2020,ROUND2Summary,,,417,R  Verschoor,VER,MP Motorsport,2306.287,81.312,1.102
51O. PiastriPIAPREMA Racing,24,38:26.990,1.805,0.703,161.518,1:20.968,20,1019,2020,ROUND2Summary,,,51,O  Piastri,PIA,PREMA Racing,2306.99,80.968,1.805
612O. CaldwellCALTrident,24,38:27.061,1.876,0.071,161.513,1:21.192,20,1019,2020,ROUND2Summary,,,612,O  Caldwell,CAL,Trident,2307.061,81.19200000000001,1.876
74M. FewtrellFEWHitech Grand Prix,24,38:27.382,2.197,0.321,161.491,1:21.083,20,1019,2020,ROUND2Summary,,,74,M  Fewtrell,FEW,Hitech Grand Prix,2307.382,81.083,2.197
82F. VestiVESPREMA Racing,24,38:27.779,2.594,0.397,161.463,1:21.193,20,1019,2020,ROUND2Summary,,,82,F  Vesti,VES,PREMA Racing,2307.779,81.193,2.594
99S. FernándezFERART Grand Prix,24,38:28.202,3.017,0.423,161.433,1:21.691,20,1019,2020,ROUND2Summary,,,99,S  Fernández,FER,ART Grand Prix,2308.202,81.691,3.017
1010L. ZendeliZENTrident,24,38:28.509,3.324,0.307,161.412,1:21.865,5,1019,2020,ROUND2Summary,,,1010,L  Zendeli,ZEN,Trident,2308.509,81.865,3.324
1129A. PeroniPERCampos Racing,24,38:28.847,3.662,0.338,161.388,1:21.539,4,1019,2020,ROUND2Summary,,,1129,A  Peroni,PER,Campos Racing,2308.847,81.539,3.662
