driver_info,laps,time,gap,int.,kph,best,lap,race_id,season,session_type,lap_set_on,status,car_number,driver_name,driver_code,team_name,time_s,best_lap_s,gap_s,laps_clean,position,winner_time_s,best_race_lap_s,race_max_laps,rel_laps,time_from_winner_s,best_lap_from_best_s,avg_lap_time_s,finished,is_dnf,is_dns,is_dsq,position_clean,team_avg_pos_season,team_speed,driver_speed,driver_top10_rate,race_avg_lap_time_s,driver_vs_team,lap_vs_race_avg,session_round
169R. HymanHYMSauber Junior Team by Charouz,24,35:03.197,15.703,0.280,177.169,1:21.736,20,1004,2019,ROUND3Summary,,,169,R  Hyman,HYM,Sauber Junior Team by Charouz,2103.197,81.736,15.703,24.0,16.0,2087.494,81.234,24.0,1.0,15.703,0.502,87.633,1,0,0,0,16.0,14.824,114.0102857753432,114.012,0.0,87.77792674603174,-26.377,-0.145,3
173C. LundgaardLUNART Grand Prix,24,35:03.466,15.972,0.269,177.146,1:21.234,20,1004,2019,ROUND3Summary,,,173,C  Lundgaard,LUN,ART Grand Prix,2103.466,81.234,15.972,24.0,17.0,2087.494,81.234,24.0,1.0,15.972,0.0,87.644,1,0,0,0,17.0,11.905,113.25568456134658,112.573,0.75,87.77792674603174,-25.611,-0.134,3
185S. LaaksonenLAAMP Motorsport,24,35:07.171,19.677,3.705,176.835,1:21.830,17,1004,2019,ROUND3Summary,,,185,S  Laaksonen,LAA,MP Motorsport,2107.171,81.83,19.677,24.0,18.0,2087.494,81.234,24.0,1.0,19.677,0.596,87.799,1,0,0,0,18.0,13.2,113.14871794229055,113.633,0.0,87.77792674603174,-25.35,0.021,3
1926M. ArmstrongARMPrema Racing,24,35:07.357,19.863,0.186,176.819,1:21.427,17,1004,2019,ROUND3Summary,,,1926,M  Armstrong,ARM,Prema Racing,2107.357,81.427,19.863,24.0,19.0,2087.494,81.234,24.0,1.0,19.863,0.193,87.807,1,0,0,0,19.0,5.455,112.26566403528318,112.149,0.75,87.77792674603174,-24.459,0.029,3
2016A. EstnerESTJenzer Motorsport,24,35:09.520,22.026,2.163,176.638,1:21.724,18,1004,2019,ROUND3Summary,,,2016,A  Estner,EST,Jenzer Motorsport,2109.52,81.724,22.026,24.0,20.0,2087.494,81.234,24.0,1.0,22.026,0.49,87.897,1,0,0,0,20.0,15.15,112.72754608216275,113.39,0.0,87.77792674603174,-24.831,0.119,3
2115G. CarraraCARJenzer Motorsport,24,35:11.361,23.867,1.841,176.484,1:21.930,14,1004,2019,ROUND3Summary,,,2115,G  Carrara,CAR,Jenzer Motorsport,2111.361,81.93,23.867,24.0,21.0,2087.494,81.234,24.0,1.0,23.867,0.696,87.973,1,0,0,0,21.0,15.15,112.72754608216275,110.618,0.0,87.77792674603174,-24.754,0.195,3
2229T. NatoriNATCarlin Buzz Racing,24,35:12.154,24.660,0.793,176.417,1:22.097,20,1004,2019,ROUND3Summary,,,2229,T  Natori,NAT,Carlin Buzz Racing,2112.154,82.097,24.66,24.0,22.0,2087.494,81.234,24.0,1.0,24.66,0.863,88.006,1,0,0,0,22.0,13.9,114.91332223624627,116.731,0.125,87.77792674603174,-26.907,0.228,3
238F. SchererSCHSauber Junior Team by Charouz,24,35:12.726,25.232,0.572,176.37,1:22.172,20,1004,2019,ROUND3Summary,,,238,F  Scherer,SCH,Sauber Junior Team by Charouz,2112.726,82.172,25.232,24.0,23.0,2087.494,81.234,24.0,1.0,25.232,0.938,88.03,1,0,0,0,23.0,14.824,114.0102857753432,114.895,0.25,87.77792674603174,-25.98,0.252,3
2424A. DeleddaDELCampos Racing,24,35:18.478,30.984,5.752,175.891,1:22.538,14,1004,2019,ROUND3Summary,,,2424,A  Deledda,DEL,Campos Racing,2118.478,82.538,30.984,24.0,24.0,2087.494,81.234,24.0,1.0,30.984,1.304,88.27,1,0,0,0,24.0,20.278,113.7624530483527,114.616,0.0,87.77792674603174,-25.493,0.492,3
254L. LawsonLAWMP Motorsport,23,34:49.688,1 LAP,1 LAP,170.875,1:21.895,16,1004,2019,ROUND3Summary,,,254,L  Lawson,LAW,MP Motorsport,2089.688,81.895,,23.0,25.0,2087.494,81.234,24.0,0.958,2.194,0.661,90.856,1,0,0,0,25.0,13.2,113.14871794229055,113.085,0.625,87.77792674603174,-22.293,3.078,3
2631L. SargeantSARCarlin Buzz Racing,21,35:45.779,3 LAPS,2 LAPS,151.92,1:21.866,17,1004,2019,ROUND3Summary,,,2631,L  Sargeant,SAR,Carlin Buzz Racing,2145.779,81.866,,21.0,26.0,2087.494,81.234,24.0,0.875,58.285,0.632,102.18,1,0,0,0,26.0,13.9,114.91332223624627,115.148,0.5,87.77792674603174,-12.733,14.402,3
DNF25S. FernándezFERCampos Racing,20,28:30.679,DNF,-,181.473,1:21.923,20,1004,2019,ROUND3Summary,,DNF,25,S  Fernández,FER,Campos Racing,1710.679,81.923,,20.0,,2087.494,81.234,24.0,0.833,,0.689,85.534,0,1,0,0,,20.278,113.7624530483527,113.319,0.0,87.77792674603174,-28.229,-2.244,3
DNF23A. PeroniPERCampos Racing,20,28:31.251,DNF,-,181.412,1:21.570,20,1004,2019,ROUND3Summary,,DNF,23,A  Peroni,PER,Campos Racing,1711.251,81.57,,20.0,,2087.494,81.234,24.0,0.833,,0.336,85.563,0,1,0,0,,20.278,113.7624530483527,112.26,0.0,87.77792674603174,-28.2,-2.215,3
DNF10B. ViscaalVISHWA RACELAB,10,14:00.404,DNF,-,184.428,1:22.220,4,1004,2019,ROUND3Summary,,DNF,10,B  Viscaal,VIS,HWA RACELAB,840.404,82.22,,10.0,,2087.494,81.234,24.0,0.417,,0.986,84.04,0,1,0,0,,14.5,114.208835491008,112.783,0.125,87.77792674603174,-30.168,-3.738,3
DNF22Y. YifeiYIFHitech Grand Prix,10,14:01.077,DNF,-,184.28,1:22.377,5,1004,2019,ROUND3Summary,,DNF,22,Y  Yifei,YIF,Hitech Grand Prix,841.077,82.377,,10.0,,2087.494,81.234,24.0,0.417,,1.143,84.108,0,1,0,0,,10.773,112.84071430093778,112.964,0.25,87.77792674603174,-28.733,-3.67,3
120L. PulciniPULHitech Grand Prix,20,35:57.713,-,-,196.351,1:46.530,3,1005,2019,ROUND4Summary,,,120,L  Pulcini,PUL,Hitech Grand Prix,2157.713,106.53,,20.0,1.0,2157.713,106.203,20.0,1.0,0.0,0.327,107.886,1,0,0,0,1.0,10.773,112.84071430093778,112.517,0.625,109.0525854385965,-4.955,-1.167,4
228R. ShwartzmanSHWPrema Racing,20,36:00.405,2.692,2.692,196.106,1:46.203,19,1005,2019,ROUND4Summary,,,228,R  Shwartzman,SHW,Prema Racing,2160.405,106.203,2.692,20.0,2.0,2157.713,106.203,20.0,1.0,2.692,0.0,108.02,1,0,0,0,2.0,5.455,112.26566403528318,112.245,0.875,109.0525854385965,-4.245,-1.032,4
34L. LawsonLAWMP Motorsport,20,36:07.431,9.718,7.026,195.47,1:47.174,4,1005,2019,ROUND4Summary,,,34,L  Lawson,LAW,MP Motorsport,2167.431,107.174,9.718,20.0,3.0,2157.713,106.203,20.0,1.0,9.718,0.971,108.372,1,0,0,0,3.0,13.2,113.14871794229055,113.085,0.625,109.0525854385965,-4.777,-0.681,4
426M. ArmstrongARMPrema Racing,20,36:07.831,10.118,0.400,195.434,1:46.951,5,1005,2019,ROUND4Summary,,,426,M  Armstrong,ARM,Prema Racing,2167.831,106.951,10.118,20.0,4.0,2157.713,106.203,20.0,1.0,10.118,0.748,108.392,1,0,0,0,4.0,5.455,112.26566403528318,112.149,0.75,109.0525854385965,-3.874,-0.661,4
53C. LundgaardLUNART Grand Prix,20,36:08.384,10.671,0.553,195.384,1:46.869,3,1005,2019,ROUND4Summary,,,53,C  Lundgaard,LUN,ART Grand Prix,2168.384,106.869,10.671,20.0,5.0,2157.713,106.203,20.0,1.0,10.671,0.666,108.419,1,0,0,0,5.0,11.905,113.25568456134658,112.573,0.75,109.0525854385965,-4.836,-0.633,4
61D. BeckmannBECART Grand Prix,20,36:08.884,11.171,0.500,195.339,1:46.937,4,1005,2019,ROUND4Summary,,,61,D  Beckmann,BEC,ART Grand Prix,2168.884,106.937,11.171,20.0,6.0,2157.713,106.203,20.0,1.0,11.171,0.734,108.444,1,0,0,0,6.0,11.905,113.25568456134658,113.542,0.429,109.0525854385965,-4.811,-0.608,4
714Y. TsunodaTSUJenzer Motorsport,20,36:09.863,12.150,0.979,195.251,1:46.373,20,1005,2019,ROUND4Summary,,,714,Y  Tsunoda,TSU,Jenzer Motorsport,2169.863,106.373,12.15,20.0,7.0,2157.713,106.203,20.0,1.0,12.15,0.17,108.493,1,0,0,0,7.0,15.15,112.72754608216275,112.583,0.75,109.0525854385965,-4.234,-0.559,4
88F. SchererSCHSauber Junior Team by Charouz,20,36:10.761,13.048,0.898,195.171,1:46.758,20,1005,2019,ROUND4Summary,,,88,F  Scherer,SCH,Sauber Junior Team by Charouz,2170.761,106.758,13.048,20.0,8.0,2157.713,106.203,20.0,1.0,13.048,0.555,108.538,1,0,0,0,8.0,14.824,114.0102857753432,114.895,0.25,109.0525854385965,-5.472,-0.515,4
97L. ZendeliZENSauber Junior Team by Charouz,20,36:11.731,14.018,0.970,195.083,1:47.061,16,1005,2019,ROUND4Summary,,,97,L  Zendeli,ZEN,Sauber Junior Team by Charouz,2171.731,107.061,14.018,20.0,9.0,2157.713,106.203,20.0,1.0,14.018,0.858,108.587,1,0,0,0,9.0,14.824,114.0102857753432,112.998,0.25,109.0525854385965,-5.424,-0.466,4
1030F. DrugovichDRUCarlin Buzz Racing,20,36:12.570,14.857,0.839,195.008,1:47.451,15,1005,2019,ROUND4Summary,,,1030,F  Drugovich,DRU,Carlin Buzz Racing,2172.57,107.451,14.857,20.0,10.0,2157.713,106.203,20.0,1.0,14.857,1.248,108.628,1,0,0,0,10.0,13.9,114.91332223624627,113.088,0.5,109.0525854385965,-6.285,-0.424,4
1122Y. YifeiYIFHitech Grand Prix,20,36:14.457,16.744,1.887,194.839,1:47.351,15,1005,2019,ROUND4Summary,,,1122,Y  Yifei,YIF,Hitech Grand Prix,2174.457,107.351,16.744,20.0,11.0,2157.713,106.203,20.0,1.0,16.744,1.148,108.723,1,0,0,0,11.0,10.773,112.84071430093778,112.964,0.25,109.0525854385965,-4.118,-0.33,4
122M. FewtrellFEWART Grand Prix,20,36:15.201,17.488,0.744,194.772,1:47.352,19,1005,2019,ROUND4Summary,,,122,M  Fewtrell,FEW,ART Grand Prix,2175.201,107.352,17.488,20.0,12.0,2157.713,106.203,20.0,1.0,17.488,1.149,108.76,1,0,0,0,12.0,11.905,113.25568456134658,113.688,0.25,109.0525854385965,-4.496,-0.293,4
1331L. SargeantSARCarlin Buzz Racing,20,36:17.756,20.043,0.883,194.544,1:46.952,19,1005,2019,ROUND4Summary,,,1331,L  Sargeant,SAR,Carlin Buzz Racing,2177.756,106.952,20.043,20.0,13.0,2157.713,106.203,20.0,1.0,20.043,0.749,108.888,1,0,0,0,13.0,13.9,114.91332223624627,115.148,0.5,109.0525854385965,-6.026,-0.165,4
1425S. FernándezFERCampos Racing,20,36:21.373,23.660,3.617,194.221,1:47.194,18,1005,2019,ROUND4Summary,,,1425,S  Fernández,FER,Campos Racing,2181.373,107.194,23.66,20.0,14.0,2157.713,106.203,20.0,1.0,23.66,0.991,109.069,1,0,0,0,14.0,20.278,113.7624530483527,113.319,0.0,109.0525854385965,-4.694,0.016,4
1521J. VipsVIPHitech Grand Prix,20,36:21.873,19.160,1.672,194.623,1:47.067,15,1005,2019,ROUND4Summary,,,1521,J  Vips,VIP,Hitech Grand Prix,2181.873,107.067,19.16,20.0,15.0,2157.713,106.203,20.0,1.0,24.16,0.864,109.094,1,0,0,0,15.0,10.773,112.84071430093778,113.057,0.5,109.0525854385965,-3.747,0.041,4
1629T. NatoriNATCarlin Buzz Racing,20,36:26.849,29.136,5.476,193.735,1:48.009,18,1005,2019,ROUND4Summary,,,1629,T  Natori,NAT,Carlin Buzz Racing,2186.849,108.009,29.136,20.0,16.0,2157.713,106.203,20.0,1.0,29.136,1.806,109.342,1,0,0,0,16.0,13.9,114.91332223624627,116.731,0.125,109.0525854385965,-5.571,0.29,4
1717D. DeFrancescoDEFTrident,20,36:27.612,29.899,0.763,193.667,1:48.057,18,1005,2019,ROUND4Summary,,,1717,D  DeFrancesco,DEF,Trident,2187.612,108.057,29.899,20.0,17.0,2157.713,106.203,20.0,1.0,29.899,1.854,109.381,1,0,0,0,17.0,12.579,113.57823657516536,116.448,0.125,109.0525854385965,-4.198,0.328,4
189R. HymanHYMSauber Junior Team by Charouz,20,36:27.836,30.123,0.224,193.647,1:47.492,16,1005,2019,ROUND4Summary,,,189,R  Hyman,HYM,Sauber Junior Team by Charouz,2187.836,107.492,30.123,20.0,18.0,2157.713,106.203,20.0,1.0,30.123,1.289,109.392,1,0,0,0,18.0,14.824,114.0102857753432,114.012,0.0,109.0525854385965,-4.618,0.339,4
1919N. KariKARTrident,20,36:28.492,30.779,0.656,193.589,1:47.571,16,1005,2019,ROUND4Summary,,,1919,N  Kari,KAR,Trident,2188.492,107.571,30.779,20.0,19.0,2157.713,106.203,20.0,1.0,30.779,1.368,109.425,1,0,0,0,19.0,12.579,113.57823657516536,111.73,0.375,109.0525854385965,-4.154,0.372,4
2010B. ViscaalVISHWA RACELAB,20,36:28.680,30.967,0.188,193.573,1:47.293,19,1005,2019,ROUND4Summary,,,2010,B  Viscaal,VIS,HWA RACELAB,2188.68,107.293,30.967,20.0,20.0,2157.713,106.203,20.0,1.0,30.967,1.09,109.434,1,0,0,0,20.0,14.5,114.208835491008,112.783,0.125,109.0525854385965,-4.775,0.381,4
216R. VerschoorVERMP Motorsport,20,36:30.643,32.930,1.963,193.399,1:47.819,18,1005,2019,ROUND4Summary,,,216,R  Verschoor,VER,MP Motorsport,2190.643,107.819,32.93,20.0,21.0,2157.713,106.203,20.0,1.0,32.93,1.616,109.532,1,0,0,0,21.0,13.2,113.14871794229055,112.728,0.375,109.0525854385965,-3.617,0.48,4
2216A. EstnerESTJenzer Motorsport,20,36:30.800,33.087,0.157,193.385,1:47.280,19,1005,2019,ROUND4Summary,,,2216,A  Estner,EST,Jenzer Motorsport,2190.8,107.28,33.087,20.0,22.0,2157.713,106.203,20.0,1.0,33.087,1.077,109.54,1,0,0,0,22.0,15.15,112.72754608216275,113.39,0.0,109.0525854385965,-3.188,0.487,4
2315F. MalvestitiMALJenzer Motorsport,20,36:33.936,36.223,3.136,193.109,1:47.841,20,1005,2019,ROUND4Summary,,,2315,F  Malvestiti,MAL,Jenzer Motorsport,2193.936,107.841,36.223,20.0,23.0,2157.713,106.203,20.0,1.0,36.223,1.638,109.697,1,0,0,0,23.0,15.15,112.72754608216275,109.697,0.0,109.0525854385965,-3.031,0.644,4
245S. LaaksonenLAAMP Motorsport,20,36:34.424,36.711,0.488,193.066,1:47.564,20,1005,2019,ROUND4Summary,,,245,S  Laaksonen,LAA,MP Motorsport,2194.424,107.564,36.711,20.0,24.0,2157.713,106.203,20.0,1.0,36.711,1.361,109.721,1,0,0,0,24.0,13.2,113.14871794229055,113.633,0.0,109.0525854385965,-3.428,0.669,4
2524A. DeleddaDELCampos Racing,20,36:42.000,44.287,7.576,192.402,1:48.338,18,1005,2019,ROUND4Summary,,,2524,A  Deledda,DEL,Campos Racing,2202.0,108.338,44.287,20.0,25.0,2157.713,106.203,20.0,1.0,44.287,2.135,110.1,1,0,0,0,25.0,20.278,113.7624530483527,114.616,0.0,109.0525854385965,-3.662,1.047,4
2612K. AndresANDHWA RACELAB,20,37:00.281,62.568,18.281,190.818,1:46.337,18,1005,2019,ROUND4Summary,,,2612,K  Andres,AND,HWA RACELAB,2220.281,106.337,62.568,20.0,26.0,2157.713,106.203,20.0,1.0,62.568,0.134,111.014,1,0,0,0,26.0,14.5,114.208835491008,113.972,0.0,109.0525854385965,-3.195,1.961,4
DNF18P. PiquetPIQTrident,19,34:19.760,DNF,-,195.392,1:46.893,3,1005,2019,ROUND4Summary,,DNF,18,P  Piquet,PIQ,Trident,2059.76,106.893,,19.0,,2157.713,106.203,20.0,0.95,,0.69,108.408,0,1,0,0,,12.579,113.57823657516536,112.557,0.375,109.0525854385965,-5.17,-0.644,4
DNF27J. DaruvalaDARPrema Racing,19,34:20.186,DNF,-,195.352,1:46.726,4,1005,2019,ROUND4Summary,,DNF,27,J  Daruvala,DAR,Prema Racing,2060.186,106.726,,19.0,,2157.713,106.203,20.0,0.95,,0.523,108.431,0,1,0,0,,5.455,112.26566403528318,112.404,0.625,109.0525854385965,-3.835,-0.622,4
DNF11J. HughesHUGHWA RACELAB,16,28:56.838,DNF,-,195.089,1:47.457,3,1005,2019,ROUND4Summary,,DNF,11,J  Hughes,HUG,HWA RACELAB,1736.838,107.457,,16.0,,2157.713,106.203,20.0,0.8,,1.254,108.552,0,1,0,0,,14.5,114.208835491008,116.109,0.625,109.0525854385965,-5.656,-0.5,4
DNF23A. PeroniPERCampos Racing,8,14:50.373,DNF,-,190.008,1:48.901,2,1005,2019,ROUND4Summary,,DNF,23,A  Peroni,PER,Campos Racing,890.373,108.901,,8.0,,2157.713,106.203,20.0,0.4,,2.698,111.297,0,1,0,0,,20.278,113.7624530483527,112.26,0.0,109.0525854385965,-2.466,2.244,4
126M. ArmstrongARMPrema Racing,22,35:26.061,-,-,163.133,1:35.307,4,1006,2019,ROUND5Summary,,,126,M  Armstrong,ARM,Prema Racing,2126.061,95.307,,22.0,1.0,2126.061,95.307,22.0,1.0,0.0,0.0,96.639,1,0,0,0,1.0,5.455,112.26566403528318,112.149,0.75,98.6571514712468,-15.627,-2.018,5
220L. PulciniPULHitech Grand Prix,22,35:38.731,12.670,12.670,162.166,1:35.496,3,1006,2019,ROUND5Summary,,,220,L  Pulcini,PUL,Hitech Grand Prix,2138.731,95.496,12.67,22.0,2.0,2126.061,95.307,22.0,1.0,12.67,0.189,97.215,1,0,0,0,2.0,10.773,112.84071430093778,112.517,0.625,98.6571514712468,-15.626,-1.442,5
311J. HughesHUGHWA RACELAB,22,35:45.045,18.984,6.314,161.689,1:35.394,22,1006,2019,ROUND5Summary,,,311,J  Hughes,HUG,HWA RACELAB,2145.045,95.394,18.984,22.0,3.0,2126.061,95.307,22.0,1.0,18.984,0.087,97.502,1,0,0,0,3.0,14.5,114.208835491008,116.109,0.625,98.6571514712468,-16.707,-1.155,5
421J. VipsVIPHitech Grand Prix,22,35:50.462,24.401,5.417,161.282,1:36.161,3,1006,2019,ROUND5Summary,,,421,J  Vips,VIP,Hitech Grand Prix,2150.462,96.161,24.401,22.0,4.0,2126.061,95.307,22.0,1.0,24.401,0.854,97.748,1,0,0,0,4.0,10.773,112.84071430093778,113.057,0.5,98.6571514712468,-15.092,-0.909,5
53C. LundgaardLUNART Grand Prix,22,35:51.625,25.564,1.163,161.195,1:36.142,4,1006,2019,ROUND5Summary,,,53,C  Lundgaard,LUN,ART Grand Prix,2151.625,96.142,25.564,22.0,5.0,2126.061,95.307,22.0,1.0,25.564,0.835,97.801,1,0,0,0,5.0,11.905,113.25568456134658,112.573,0.75,98.6571514712468,-15.455,-0.856,5
614Y. TsunodaTSUJenzer Motorsport,22,35:51.950,25.889,0.325,161.170,1:36.183,4,1006,2019,ROUND5Summary,,,614,Y  Tsunoda,TSU,Jenzer Motorsport,2151.95,96.183,25.889,22.0,6.0,2126.061,95.307,22.0,1.0,25.889,0.876,97.816,1,0,0,0,6.0,15.15,112.72754608216275,112.583,0.75,98.6571514712468,-14.912,-0.841,5
727J. DaruvalaDARPrema Racing,22,35:55.618,29.557,3.668,160.896,1:35.858,4,1006,2019,ROUND5Summary,,,727,J  Daruvala,DAR,Prema Racing,2155.618,95.858,29.557,22.0,7.0,2126.061,95.307,22.0,1.0,29.557,0.551,97.983,1,0,0,0,7.0,5.455,112.26566403528318,112.404,0.625,98.6571514712468,-14.283,-0.675,5
831L. SargeantSARCarlin Buzz Racing,22,36:03.358,37.297,7.740,160.320,1:36.343,4,1006,2019,ROUND5Summary,,,831,L  Sargeant,SAR,Carlin Buzz Racing,2163.358,96.343,37.297,22.0,8.0,2126.061,95.307,22.0,1.0,37.297,1.036,98.334,1,0,0,0,8.0,13.9,114.91332223624627,115.148,0.5,98.6571514712468,-16.579,-0.323,5
94L. LawsonLAWMP Motorsport,22,36:04.387,38.326,1.029,160.244,1:36.751,4,1006,2019,ROUND5Summary,,,94,L  Lawson,LAW,MP Motorsport,2164.387,96.751,38.326,22.0,9.0,2126.061,95.307,22.0,1.0,38.326,1.444,98.381,1,0,0,0,9.0,13.2,113.14871794229055,113.085,0.625,98.6571514712468,-14.767,-0.276,5
1010B. ViscaalVISHWA RACELAB,22,36:05.787,39.726,1.400,160.140,1:37.248,3,1006,2019,ROUND5Summary,,,1010,B  Viscaal,VIS,HWA RACELAB,2165.787,97.248,39.726,22.0,10.0,2126.061,95.307,22.0,1.0,39.726,1.941,98.445,1,0,0,0,10.0,14.5,114.208835491008,112.783,0.125,98.6571514712468,-15.764,-0.212,5
1117D. DeFrancescoDEFTrident,22,36:08.596,42.535,2.809,159.933,1:36.508,4,1006,2019,ROUND5Summary,,,1117,D  DeFrancesco,DEF,Trident,2168.596,96.508,42.535,22.0,11.0,2126.061,95.307,22.0,1.0,42.535,1.201,98.573,1,0,0,0,11.0,12.579,113.57823657516536,116.448,0.125,98.6571514712468,-15.006,-0.085,5
1219N. KariKARTrident,22,36:10.332,44.271,1.736,159.805,1:36.681,4,1006,2019,ROUND5Summary,,,1219,N  Kari,KAR,Trident,2170.332,96.681,44.271,22.0,12.0,2126.061,95.307,22.0,1.0,44.271,1.374,98.651,1,0,0,0,12.0,12.579,113.57823657516536,111.73,0.375,98.6571514712468,-14.927,-0.006,5
138F. SchererSCHSauber Junior Team by Charouz,22,36:10.791,44.730,0.459,159.771,1:36.915,4,1006,2019,ROUND5Summary,,,138,F  Scherer,SCH,Sauber Junior Team by Charouz,2170.791,96.915,44.73,22.0,13.0,2126.061,95.307,22.0,1.0,44.73,1.608,98.672,1,0,0,0,13.0,14.824,114.0102857753432,114.895,0.25,98.6571514712468,-15.338,0.015,5
1412K. AndresANDHWA RACELAB,22,36:11.813,45.752,1.022,159.696,1:37.123,4,1006,2019,ROUND5Summary,,,1412,K  Andres,AND,HWA RACELAB,2171.813,97.123,45.752,22.0,14.0,2126.061,95.307,22.0,1.0,45.752,1.816,98.719,1,0,0,0,14.0,14.5,114.208835491008,113.972,0.0,98.6571514712468,-15.49,0.062,5
1516A. EstnerESTJenzer Motorsport,22,36:12.122,46.061,0.309,159.673,1:37.238,4,1006,2019,ROUND5Summary,,,1516,A  Estner,EST,Jenzer Motorsport,2172.122,97.238,46.061,22.0,15.0,2126.061,95.307,22.0,1.0,46.061,1.931,98.733,1,0,0,0,15.0,15.15,112.72754608216275,113.39,0.0,98.6571514712468,-13.995,0.076,5
1623A. PeroniPERCampos Racing,22,36:13.225,47.164,1.103,159.592,1:37.111,8,1006,2019,ROUND5Summary,,,1623,A  Peroni,PER,Campos Racing,2173.225,97.111,47.164,22.0,16.0,2126.061,95.307,22.0,1.0,47.164,1.804,98.783,1,0,0,0,16.0,20.278,113.7624530483527,112.26,0.0,98.6571514712468,-14.979,0.126,5
176R. VerschoorVERMP Motorsport,22,36:13.498,47.437,0.273,159.572,1:37.163,4,1006,2019,ROUND5Summary,,,176,R  Verschoor,VER,MP Motorsport,2173.498,97.163,47.437,22.0,17.0,2126.061,95.307,22.0,1.0,47.437,1.856,98.795,1,0,0,0,17.0,13.2,113.14871794229055,112.728,0.375,98.6571514712468,-14.353,0.138,5
185S. LaaksonenLAAMP Motorsport,22,36:14.337,48.276,0.839,159.511,1:37.325,4,1006,2019,ROUND5Summary,,,185,S  Laaksonen,LAA,MP Motorsport,2174.337,97.325,48.276,22.0,18.0,2126.061,95.307,22.0,1.0,48.276,2.018,98.834,1,0,0,0,18.0,13.2,113.14871794229055,113.633,0.0,98.6571514712468,-14.315,0.176,5
191D. BeckmannBECART Grand Prix,22,36:14.576,48.515,0.239,159.493,1:37.342,4,1006,2019,ROUND5Summary,,,191,D  Beckmann,BEC,ART Grand Prix,2174.576,97.342,48.515,22.0,19.0,2126.061,95.307,22.0,1.0,48.515,2.035,98.844,1,0,0,0,19.0,11.905,113.25568456134658,113.542,0.429,98.6571514712468,-14.411,0.187,5
207L. ZendeliZENSauber Junior Team by Charouz,22,36:15.122,49.061,0.546,159.453,1:37.205,21,1006,2019,ROUND5Summary,,,207,L  Zendeli,ZEN,Sauber Junior Team by Charouz,2175.122,97.205,49.061,22.0,20.0,2126.061,95.307,22.0,1.0,49.061,1.898,98.869,1,0,0,0,20.0,14.824,114.0102857753432,112.998,0.25,98.6571514712468,-15.141,0.212,5
2115G. CarraraCARJenzer Motorsport,22,36:19.582,53.521,4.460,159.127,1:37.252,4,1006,2019,ROUND5Summary,,,2115,G  Carrara,CAR,Jenzer Motorsport,2179.582,97.252,53.521,22.0,21.0,2126.061,95.307,22.0,1.0,53.521,1.945,99.072,1,0,0,0,21.0,15.15,112.72754608216275,110.618,0.0,98.6571514712468,-13.656,0.415,5
2222Y. YifeiYIFHitech Grand Prix,22,36:22.697,56.636,3.115,158.900,1:36.254,5,1006,2019,ROUND5Summary,,,2222,Y  Yifei,YIF,Hitech Grand Prix,2182.697,96.254,56.636,22.0,22.0,2126.061,95.307,22.0,1.0,56.636,0.947,99.214,1,0,0,0,22.0,10.773,112.84071430093778,112.964,0.25,98.6571514712468,-13.627,0.556,5
2325S. FernándezFERCampos Racing,22,36:24.357,58.296,1.660,158.779,1:37.236,3,1006,2019,ROUND5Summary,,,2325,S  Fernández,FER,Campos Racing,2184.357,97.236,58.296,22.0,23.0,2126.061,95.307,22.0,1.0,58.296,1.929,99.289,1,0,0,0,23.0,20.278,113.7624530483527,113.319,0.0,98.6571514712468,-14.473,0.632,5
242M. FewtrellFEWART Grand Prix,22,36:24.611,58.550,0.254,158.761,1:36.443,3,1006,2019,ROUND5Summary,,,242,M  Fewtrell,FEW,ART Grand Prix,2184.611,96.443,58.55,22.0,24.0,2126.061,95.307,22.0,1.0,58.55,1.136,99.3,1,0,0,0,24.0,11.905,113.25568456134658,113.688,0.25,98.6571514712468,-13.955,0.643,5
259R. HymanHYMSauber Junior Team by Charouz,22,36:30.628,64.567,6.017,158.325,1:37.203,4,1006,2019,ROUND5Summary,,,259,R  Hyman,HYM,Sauber Junior Team by Charouz,2190.628,97.203,64.567,22.0,25.0,2126.061,95.307,22.0,1.0,64.567,1.896,99.574,1,0,0,0,25.0,14.824,114.0102857753432,114.012,0.0,98.6571514712468,-14.436,0.917,5
2624A. DeleddaDELCampos Racing,22,36:32.321,66.260,1.693,158.202,1:37.586,5,1006,2019,ROUND5Summary,,,2624,A  Deledda,DEL,Campos Racing,2192.321,97.586,66.26,22.0,26.0,2126.061,95.307,22.0,1.0,66.26,2.279,99.651,1,0,0,0,26.0,20.278,113.7624530483527,114.616,0.0,98.6571514712468,-14.111,0.994,5
2718P. PiquetPIQTrident,22,36:37.488,71.427,5.167,157.830,1:36.186,17,1006,2019,ROUND5Summary,,,2718,P  Piquet,PIQ,Trident,2197.488,96.186,71.427,22.0,27.0,2126.061,95.307,22.0,1.0,71.427,0.879,99.886,1,0,0,0,27.0,12.579,113.57823657516536,112.557,0.375,98.6571514712468,-13.692,1.229,5
DNF28R. ShwartzmanSHWPrema Racing,17,28:01.223,DNF,-,159.391,1:35.896,3,1006,2019,ROUND5Summary,,DNF,28,R  Shwartzman,SHW,Prema Racing,1681.223,95.896,,17.0,,2126.061,95.307,22.0,0.773,,0.589,98.895,0,1,0,0,,5.455,112.26566403528318,112.245,0.875,98.6571514712468,-13.37,0.238,5
